id,span,label,start,end
111111132,You are not a Christian,"Name_Calling,Labeling",8607,8630
111111132,"(Faber was nominated by President George H.W.
Bush.)","Whataboutism,Straw_Men,Red_Herring",9598,9650
111111132,"very, very",Loaded_Language,10340,10350
111111132,extremely,Loaded_Language,10851,10860
111111132,liberty of conscience is not up for a vote,Slogans,12045,12087
111111132,"If you die tonight.
Heaven or Hell?",Black-and-White_Fallacy,5776,5811
111111133,ominous encroachment,Loaded_Language,1224,1244
111111133,grandstanding,Loaded_Language,2593,2606
111111133,behave or else,Black-and-White_Fallacy,4159,4173
111111133,ballooned,Loaded_Language,358,367
111111133,testy,Loaded_Language,460,465
111111133,ire,Loaded_Language,504,507
111111133,insults,Loaded_Language,1070,1077
111111133,overly aggressive,Loaded_Language,2572,2589
111111133,devoted news consumer,"Name_Calling,Labeling",2625,2646
111111133,severe,Loaded_Language,2944,2950
111111133,flouts,Loaded_Language,3830,3836
111111134,totally false and deliberately libelous,"Name_Calling,Labeling",945,984
111111134,willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange,"Exaggeration,Minimisation",1415,1514
111111134,I have never,Repetition,1225,1237
111111134,government-aligned cyberspies,"Name_Calling,Labeling",2427,2456
111111135,Adolf Hitler as “a very great man,"Bandwagon,Reductio_ad_hitlerum",3286,3319
111111135,condemn,Repetition,4583,4590
111111135,filth and degenerate behavior,Loaded_Language,582,611
111111135,Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men,Causal_Oversimplification,543,683
111111135,fervently,Loaded_Language,835,844
111111135,condemn,Loaded_Language,1476,1483
111111135,"Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s.
But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali",Appeal_to_Authority,1929,2341
111111135,the white man” as “the white devil,"Name_Calling,Labeling",2984,3018
111111135,outspokenly and flagrantly anti-Zionist,Loaded_Language,3045,3084
111111135,his 1984 description of Adolf Hitler as “a very great man,"Exaggeration,Minimisation",3262,3319
111111135,to condemn,Loaded_Language,4580,4590
111111135,make me shudder,Loaded_Language,6524,6539
111111135,harmful and divisive views,Loaded_Language,6813,6839
111111135,an “outstanding human being,"Exaggeration,Minimisation",7009,7036
111111135,wildly,Loaded_Language,2045,2051
111111135,Why were Tamika Mallory and Danny Davis reluctant to denounce him,Doubt,4433,4498
111111135,monthlong backlash,Loaded_Language,7134,7152
111111136,stamped out,Loaded_Language,1243,1254
111111136,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years",Flag-Waving,1874,2026
111111137,poison pill,Loaded_Language,2321,2332
111111137,the worst school shootings in US history,"Exaggeration,Minimisation",143,183
111111137,hailed,Loaded_Language,2058,2064
694327499,for “certain” public adulterers,Loaded_Language,9221,9252
694327499,cunning ecclesiastical politician,Loaded_Language,11573,11606
694327499,"All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does",Causal_Oversimplification,1366,1501
694327499,And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow,Loaded_Language,2798,2874
694327499,our intrepid presenters,"Name_Calling,Labeling",3032,3055
694327499,all those ignorant critics of AL,"Name_Calling,Labeling",3656,3688
694327499,all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—,Causal_Oversimplification,4811,4934
694327499,those ignorant Vatican translators,"Name_Calling,Labeling",4944,4978
694327499,But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line,Loaded_Language,5950,6079
694327499,Our dynamic translators,"Name_Calling,Labeling",6320,6343
694327499,synodal charade,Loaded_Language,9393,9408
694327499,"In a sense, what Bergoglio is doing is worse than explicit heresy",Appeal_to_fear-prejudice,9630,9695
694327499,"the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a cunning ecclesiastical politician, constantly plotting and scheming to get what he wants","Name_Calling,Labeling",11470,11661
694327499,the grim reality of this unprecedented pontificate,Loaded_Language,11720,11770
694327499,the old reliable “mistranslation,Loaded_Language,110,142
694327499,"But wait, there’s more",Thought-terminating_Cliches,6296,6318
694356862,reckless appeasement,Loaded_Language,86,106
694356862,disastrous,Loaded_Language,820,830
694356862,“It’s a new monster.”,Loaded_Language,2378,2399
694356862,milquetoast,Loaded_Language,4680,4691
694356862,Barack Obama's reckless appeasement of the Iranian regime has enabled its rise as a hegemonic threat,Causal_Oversimplification,71,171
694356862,turned his back on millions of dissidents,"Exaggeration,Minimisation",270,311
694356862,giving rise to ISIS’s re-emergence in Iraq,Causal_Oversimplification,532,574
694356862,turning Iraq into a virtual vassal state of the largest state sponsor of terrorism,"Exaggeration,Minimisation",713,795
694356862,legitimized Iran's path to eventually becoming a nuclear-armed state,Causal_Oversimplification,854,922
694356862,American blood,Flag-Waving,2754,2768
694356862,could actually accelerate the cycle of violence and perpetuate conflict rather than get us to a sustainable outcome,Appeal_to_fear-prejudice,5069,5184
694356862,Whether the Trump administration follows through remains to be seen,Doubt,5363,5430
694356862,virtual vassal,Loaded_Language,733,747
694811415,Paddock could not have carried out the massacre,Black-and-White_Fallacy,274,321
694811415,"I’m not a big conspiracy theory guy, but it don’t sit right",Thought-terminating_Cliches,854,913
694811415,Paddock’s body may have been left in the hotel room while other assailants carried out the shooting,Doubt,1013,1112
694811415,"after virtually every terror attack and mass shooting, friends and neighbors express shock","Bandwagon,Reductio_ad_hitlerum",1629,1719
694811415,I can tell you 100% this is not that kind of guy,Appeal_to_Authority,498,546
694811415,It’s gotta be a set-up,Doubt,1,23
695833178,This throws their entire narrative into question and makes one wonder what else is being hidden from the public?,Doubt,1992,2104
695833178,seemingly covering up the ISIS connection,Doubt,364,405
695833178,Laura Loomer proves that authorities have directly lied to the American people,Appeal_to_Authority,546,624
695833178,so-called evidence,Doubt,2420,2438
695833178,lied to the American people,Flag-Waving,597,624
695833178,What Else Are They Hiding?,Doubt,76,102
695833178,proving that the FBI specifically lied to the country,Repetition,1040,1093
695833178,lied to the country,Flag-Waving,1074,1093
695833178,"According to Loomer, she obtained the image from a source which shows that Paddock’s car first arrived September 25th",Appeal_to_Authority,837,954
695833178,so-called evidence,"Name_Calling,Labeling",2420,2438
695833178,cannot be trusted and should be considered as disinformation,Doubt,2510,2570
696246189,it was a suicide note,Repetition,861,882
696246189,"While officials did not reveal the woman’s name, they did tell reporters she was a prostitute","Whataboutism,Straw_Men,Red_Herring",2552,2645
696246189,ammunition was purchased under someone else’s name,Repetition,2848,2898
696246189,ammo was bought under someone else’s name,Repetition,3236,3277
696264594,anti-Israel BDS hate group,"Name_Calling,Labeling",388,414
696264594,accused Jews of drinking blood,Loaded_Language,490,520
696264594,"EU no longer considers #Hamas a terrorist group.
Time for US to do same.""","Bandwagon,Reductio_ad_hitlerum",899,972
696264594,Holocaust Syndrome” of entitlement,Loaded_Language,1173,1207
696264594,Hezbollah as “an armed-resistance movement”,"Name_Calling,Labeling",1313,1356
696264594,an anti-Israel,Repetition,3752,3766
696264594,Its perversion,Loaded_Language,6029,6043
696264594,accused Jews of drinking blood,Loaded_Language,6754,6784
696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",Appeal_to_fear-prejudice,7337,7433
696264594,"Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews.
Being Jewish is highly identified with being white because of Zionism",Flag-Waving,3829,4015
696264594,simmer,Loaded_Language,6201,6207
696264594,We all have choices to make,Thought-terminating_Cliches,7013,7040
696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",Black-and-White_Fallacy,7337,7433
696694316,just around the corner”,Thought-terminating_Cliches,3987,4010
696694316,very dirty and unappealing water under the Catholic bridge,Loaded_Language,603,661
696694316,Who can read this without cringing at what we now know was about to happen,Loaded_Language,1020,1094
696694316,"Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it",Loaded_Language,3276,3379
696694316,"The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I’d ever heard.
It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept.
It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”",Loaded_Language,3471,4010
696694316,it was outright wicked,Loaded_Language,4478,4500
696694316,this sacramental reality that was about to be catastrophically obscured,Loaded_Language,7026,7097
696694316,"…it is not allowable to emphasize what is called the “communal” Mass to the disparagement of Masses celebrated in private, or to exaggerate the element of sacramental sign as if the symbolism, which all certainly admit in the Eucharist, expresses fully and exhausts completely the mode of Christ’s presence in this sacrament",Black-and-White_Fallacy,7971,8295
696694316,"Nor is it allowable to discuss the mystery of transubstantiation without mentioning what the Council of Trent stated about the marvelous conversion of the whole substance of the bread into the Body and of the whole substance of the wine into the Blood of Christ, speaking rather only of what is called “transignification” and “transfiguration,”",Black-and-White_Fallacy,8298,8642
696694316,"We know it is demonically inspired because their hatred is for Christ Himself in the first place and for anyone who loves and wants to serve Him second.
They are men who refuse to bend the knee before the God whom they will not serve",Appeal_to_fear-prejudice,9586,9819
696694316,The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist,"Bandwagon,Reductio_ad_hitlerum",9373,9584
696694316,is demonically brilliant,Loaded_Language,11102,11126
696694316,will be ruling embattled islands of Catholicism in a poisoned sea of systematic heresy and desecration,Loaded_Language,12634,12736
696694316,"But whatever its flaws, Mysterium Fidei is the one I found, and I’m convinced it wasn’t an accident",Thought-terminating_Cliches,13456,13555
696694316,pernicious nonsense,Loaded_Language,4376,4395
696694316,"If the Mass were ever reduced in our minds to being merely a commemorative meal and the priest as only a community leader or functionary, then the celibacy of the Catholic Priesthood might seem extravagant",Black-and-White_Fallacy,10661,10866
696694316,"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall",Appeal_to_fear-prejudice,12738,12848
696735702,why weren’t the police rushing to the scene immediately,Doubt,2630,2685
696735702,constantly changing story,Doubt,1115,1140
696735702,While we may never know the exact circumstances,Doubt,3585,3632
697063039,"As the days have become weeks, the weeks will become months, and survival will get more difficult",Thought-terminating_Cliches,1975,2072
697063039,a natural disaster of a magnitude not seen in over a century,"Exaggeration,Minimisation",1160,1220
697063039,the unprecedented level of destruction,"Exaggeration,Minimisation",1375,1413
697063039,the hurricane-ravaged island,"Name_Calling,Labeling",1824,1852
697063039,wrath,Loaded_Language,115,120
697063039,devastated,Loaded_Language,142,152
697063039,we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,Flag-Waving,1226,1346
697063039,hurricane-ravaged,Loaded_Language,1828,1845
697444415,series of shocking comments,Loaded_Language,512,539
697444415,Take note that what he means here is that people were being shot at from ground level rather than the 32nd floor of the hotel,"Whataboutism,Straw_Men,Red_Herring",1471,1596
697444415,huge bombshell,Loaded_Language,2817,2831
697444415,we are not being told what actually happened that fateful night,Doubt,2959,3022
697444415,a huge bombshell in the ongoing investigation,Doubt,2815,2860
697454736,while Francis does nothing,"Whataboutism,Straw_Men,Red_Herring",8030,8056
697454736,"Mr. Ferrara, however, bases his critique upon an assumption that the “generous response” offered to God is a sin.
This, though, is not what AL is saying","Whataboutism,Straw_Men,Red_Herring",599,751
697454736,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order",Appeal_to_Authority,3216,3400
697454736,"With all due respect to Dr. Fastiggi, his argument and that of Buttiglione, that a “move away from sin” is what is pleasing to God, even if the moral norm is not adhered to, is sophistical",Doubt,4856,5044
697454736,A moral catastrophe is self-evidently underway and it is not possible honestly to deny its cause,Appeal_to_fear-prejudice,7080,7176
697454736,with an open heart and mind,Thought-terminating_Cliches,7417,7444
697454736,"with an open heart and mind, but above all with open eyes",Loaded_Language,8140,8197
697454736,"He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way","Whataboutism,Straw_Men,Red_Herring",8793,8976
697454736,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases",Appeal_to_Authority,9555,9692
697454736,"Does Mr. Ferrara believe that the Catholic Church under Pope Francis is a “Leviathan Church” and not the Catholic Church?
If this is so, then it would suggest that Mr. Ferrara is refusing submission to the Roman Pontiff and communion with the members of the Church subject to him",Black-and-White_Fallacy,10671,10950
697454736,Dr. Fastiggi has succumbed to an unfortunate literal-mindedness,Loaded_Language,11963,12026
697454736,"demonstrate a pronounced lack of comprehension of pertinent ecclesiological and theological basics, and a rather embarrassing lack of rhetorical finesse",Loaded_Language,12492,12644
697454736,I respectfully suggest that Dr. Fastiggi’s comments evince a need for serious study and reflection before he ventures further opinions on this controversy in public,Doubt,12874,13038
697454736,Irony of ironies,Loaded_Language,7761,7777
697454736,foot soldiers of a Leviathan Church,"Name_Calling,Labeling",10597,10632
697472447,What exactly do they want us to believe?,Doubt,3600,3640
697472447,There are obviously certain things that the FBI and other investigators seem intent on covering up,Doubt,2430,2528
697472447,so why change the narrative to make it even more unbelievable?,Doubt,3397,3459
697959084,Slowly but surely,Thought-terminating_Cliches,2647,2664
697959084,astonishing eyewitness report,Loaded_Language,128,157
697959084,"Keep in mind, this is all information that the police and the FBI has hidden",Doubt,1689,1765
697959084,"Keep in mind, this is all information that the police and the FBI has hidden from the American people",Flag-Waving,1689,1790
697959084,it is strikingly obvious that authorities have lied to the American people,Repetition,2783,2857
697959084,One can only speculate as to what the reasons for these lies actually are?,Doubt,2914,2988
697996062,less glamorous,"Name_Calling,Labeling",94,108
697996062,you move closer to legalizing all illegals,"Exaggeration,Minimisation",427,469
698018235,"Any Jew who opposes the Occupation — or opposes Zionism itself — knows that feeling of being shunned from the places that are supposed to shelter and nurture you: families, synagogues, community centers, arts organizations,""",Appeal_to_fear-prejudice,1659,1883
698018235,"people who hate the existence of Jewish nationhood.
Not of Jewish nationhood itself","Bandwagon,Reductio_ad_hitlerum",2917,3000
698018235,radical anti-Israel hate group,"Name_Calling,Labeling",305,335
698018235,anti-Israel BDS hate group,"Name_Calling,Labeling",555,581
698018235,accused Jews of drinking blood,Loaded_Language,657,687
698018235,anti-Semite,"Name_Calling,Labeling",641,652
698018235,"EU no longer considers #Hamas a terrorist group.
Time for US to do same.""","Bandwagon,Reductio_ad_hitlerum",976,1049
698018235,anti-Israel,Repetition,1482,1493
698018235,go whine to the New York Times some more,Loaded_Language,3538,3578
698018235,burn crosses on their lawn,Loaded_Language,3623,3649
698018235,"EU no longer considers #Hamas a terrorist group.
Time for US to do same",Appeal_to_Authority,976,1047
698018235,terrified,Loaded_Language,1910,1919
698018235,"If our Jewish institutions — particularly the American Jewish Historical Society — cannot accommodate dissent, and effectively exclude all Jewish anti-Zionists, then they have not only lost a rapidly growing Jewish population, but they have lost a key aspect of their Jewishness",Black-and-White_Fallacy,2132,2410
698018235,knapsack of entitled nonsense,Loaded_Language,2431,2460
698018235,whining,Loaded_Language,2723,2730
698018235,It's resistance to a propaganda campaign intended to attack the human rights of the Jewish people,"Bandwagon,Reductio_ad_hitlerum",3283,3380
698018235,Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn,Black-and-White_Fallacy,3514,3649
698092698,conspiracy theorists”,"Name_Calling,Labeling",306,327
698092698,Are they for real,Repetition,675,692
698092698,"Further, the FBI insists there is no jihad motive, while saying they don’t know his motive",Doubt,694,784
698092698,That raised a number of question,Doubt,1997,2029
698092698,Are they for real?,Doubt,353,371
698092698,"Do the FBI and law enforcement think people won’t talk about it or speculate as to what happened?
Are they for real?",Doubt,577,693
698092698,contradicting a timeline they had offered earlier this week…,Doubt,2393,2453
698092698,These discrepancies on basic facts are feeding conspiracy theories,Doubt,5882,5948
698503276,fiasco,Loaded_Language,7295,7301
698503276,trying to clean up the mess,Loaded_Language,1057,1084
698503276,"reckless abandonment of facts in favor of ego and ideology""",Loaded_Language,1169,1228
698503276,lying to the American people.”,Flag-Waving,1272,1302
698503276,recklessly abandoned the facts,Repetition,1340,1370
698503276,The Obama administration lied to the American people,Repetition,1404,1456
698503276,This was another lie,Repetition,4539,4559
698503276,Obama administration lied about that too,Repetition,6447,6487
698503276,"the US Administration and Congress to consider the implications to the security of the US and its allies before taking any steps that might undermine the JCPOA, such as re-imposing sanctions on Iran lifted under the agreement.”",Appeal_to_fear-prejudice,8730,8957
698503276,disastrous nuclear deal,Loaded_Language,177,200
698503276,It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal,"Whataboutism,Straw_Men,Red_Herring",1303,1402
698503276,Israel must be wiped out”,Slogans,3107,3132
698503276,shamelessly denied,Loaded_Language,4612,4630
698503276,let’s just kick the can down the road,Loaded_Language,6946,6983
698503276,phony agreements,Loaded_Language,7332,7348
698503276,North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran,Appeal_to_fear-prejudice,7932,8164
698503276,"Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago","Bandwagon,Reductio_ad_hitlerum",9024,9279
698503276,phony deals,Loaded_Language,9044,9055
698719689,huge concern for many,"Bandwagon,Reductio_ad_hitlerum",300,321
698719689,extremely,Loaded_Language,1440,1449
698719689,unprecedented,Loaded_Language,131,144
698719689,difficult at best,Loaded_Language,1594,1611
698719689,the likelihood that this disease will move to other more densely populated regions of the planet has become a huge concern for many,Appeal_to_fear-prejudice,190,321
698719689,making cures in underdeveloped regions of the globe difficult at best,Appeal_to_fear-prejudice,1542,1611
698719689,black death,"Name_Calling,Labeling",2324,2335
698780559,they want the public to believe,Doubt,733,764
698780559,His mere existence appears to have been fabricated by the very authorities who are cramming lies down our throats about this massacre for the sake of political agendas,Doubt,458,625
698780559,mysteriously vanished into thin air,Doubt,337,372
698780559,Mysteriously Vanished Into Thin Air,Repetition,60,95
698780559,cramming lies down our throats,Loaded_Language,541,571
698780559,vanishing into thin air,Repetition,1908,1931
698780559,they desperately want us to believe,Doubt,2364,2399
699142854,the threat Iran constitutes to US national security and interests,Appeal_to_fear-prejudice,2181,2246
699142854,"a menace to the US, its allies and international security as a whole",Appeal_to_fear-prejudice,7160,7228
699142854,murderous regime,Loaded_Language,692,708
699142854,Iran’s long rap sheet of aggression against America,Flag-Waving,930,981
699142854,seizure and hostage crisis,Loaded_Language,1013,1039
699142854,Trump described Iran’s crimes and acts of war against America,Flag-Waving,1041,1102
699142854,sponsorship of terrorism,Appeal_to_fear-prejudice,1596,1620
699142854,"aggressive and illicit acts against the US, its interests and allies",Repetition,3149,3217
699142854,"Unfortunately, it is also likely, indeed, it is more likely, that his words will not be translated into policies to achieve these critical aims",Doubt,4131,4274
699142854,ugly public fight,Loaded_Language,4889,4906
699142854,the most outspoken supporter,"Name_Calling,Labeling",7574,7602
699142854,the authoritarian theocrats,"Name_Calling,Labeling",1402,1429
699142854,overarching hostility and aggression,Loaded_Language,2548,2584
699142854,It won’,Repetition,6974,6981
699142854,it won’t bring,Repetition,7069,7083
699142854,It won’t destroy,Repetition,7018,7034
699142854,deal won’t destroy,Repetition,6934,6952
699142854,"If they fail, the possibility Trump created will be lost, perhaps irrevocably",Causal_Oversimplification,8894,8971
699291100,sordid,Loaded_Language,640,646
699291100,Threatened,Repetition,15,25
699291100,threatened,Repetition,3420,3430
699291100,threatened,Repetition,3829,3839
699291100,threatened,Repetition,4424,4434
699291100,threatened,Repetition,4836,4846
699291100,threats,Repetition,4985,4992
699291100,largely ignored it,Loaded_Language,200,218
699291100,harsh position,Loaded_Language,4816,4830
699478811,point to Iran’s positioning itself for more aggressive military actions that could place U.S. forces in harm’s way,Appeal_to_fear-prejudice,2175,2289
699478811,"its aggressive, destabilizing, and unlawful behavior",Loaded_Language,4836,4888
699478811,unlawful behavior,Repetition,4871,4888
